120,131
39,67
6,11
150,134
29,42
6,27
107,139
8,13
17,58
25,25
2,21
4,7
16,17
257,286
21,49
11,74
175,166
108,45
286,323
2,19
2,32
14,29
2,23
12,60
20,29
108,128
24,67
4,17
32,70
151,158
61,47
19,15
23,29
42,27
348,327
105,128
17,27
197,195
7,9
66,63
45,27
19,15
4,32
90,136
22,45
16,32
12,42
23,4
2,19
218,220
25,38
5,13
13,21
160,147
20,9
111,103
20,54
6,2
5,47
9,25
18,15
8,7
20,40
24,15
4,9
445,445
33,13
17,27
7,34
204,265
116,123
262,235
323,339
27,7
5,11
39,36
17,4
2,2
9,19
132,144
128,136
2,9
238,255
6,23
129,147
222,210
8,29
5,25
21,21
123,136
10,19
128,128
228,269
27,23
8,2
4,17
113,113
2,2
61,88
8,7
8,11
4,23
14,49
134,169
41,54
139,128
10,21
7,4
33,21
2,15
70,56
253,239
224,232
4,21
108,103
148,113
441,407
67,74
104,103
253,279
3,21
57,121
9,23
10,19
70,79
371,372
27,19
13,15
10,56
5,38
42,32
14,2
2,4
33,36
12,34
10,42
6,19
48,32
11,47
32,25
5,11
8,54
14,27
88,74
26,15
3,15
22,9
292,265
2,23
310,305
4,4
17,32
16,9
27,36
177,166
36,63
129,161
14,4
54,58
13,51
15,13
63,72
3,49
69,72
27,25
2,2
452,450
12,15
6,15
20,19
319,359
10,11
4,15
9,2
237,235
2,7
219,216
6,25
314,312
6,7
9,42
45,84
27,45
283,327
12,25
165,178
352,343
138,147
44,49
20,63
2,25
11,29
133,131
12,13
26,2
15,9
294,316
61,93
16,25
57,91
18,42
205,213
202,213
18,13
15,17
24,51
14,7
8,4
402,402
15,19
14,13
126,116
75,96
14,45
20,47
14,4
13,17
71,72
16,51
4,40
18,25
37,40
11,15
18,47
16,32
17,17
20,21
5,11
67,113
35,84
11,17
27,11
5,9
2,21
16,13
7,17
78,123
6,7
9,7
17,36
78,81
81,84
20,40
37,36
14,7
292,305
16,27
40,72
8,38
10,9
45,42
24,9
41,29
15,2
4,7
4,11
2,19
8,23
7,23
12,29
38,49
13,38
6,25
186,201
2,2
234,262
27,9
6,11
4,19
10,36
88,77
118,74
36,42
80,58
6,25
4,27
4,21
21,47
23,34
4,7
457,460
259,269
24,29
358,355
4,36
13,7
5,21
43,29
26,2
2,17
4,2
8,25
499,407
18,15
10,2
34,29
20,4
27,11
13,47
114,126
29,51
2,23
60,72
189,142
13,42
70,108
336,316
238,207
36,36
8,29
50,49
10,7
135,144
110,126
6,11
20,27
20,19
126,118
9,63
365,331
31,15
400,460
259,279
146,110
4,36
180,210
59,74
283,252
35,42
4,11
39,72
135,155
10,36
16,32
96,86
4,15
29,54
10,27
9,25
2,54
15,23
10,27
30,19
122,116
19,25
20,23
6,21
2,2
16,2
7,2
98,113
58,77
110,131
370,301
19,49
14,13
192,169
19,7
4,25
356,335
163,128
3,11
354,411
8,34
52,72
275,262
7,42
13,11
31,45
32,42
16,4
121,136
21,17
290,220
136,158
7,47
59,67
123,108
6,21
27,29
10,25
16,13
8,21
25,32
117,86
417,351
16,15
12,2
3,79
2,9
164,207
68,63
100,60
2,4
316,269
12,54
23,34
119,150
8,47
38,7
5,9
10,11
140,142
12,19
16,54
60,42
4,19
5,4
45,25
2,15
49,88
4,19
306,343
142,163
20,32
5,17
106,118
21,13
15,13
10,17
3,2
21,34
22,56
7,4
20,25
24,29
351,398
141,98
4,9
297,286
6,2
450,435
9,54
2,13
132,172
2,15
350,359
299,283
12,29
41,81
116,113
24,17
106,118
14,42
7,11
2,9
422,416
10,7
83,128
2,49
164,189
16,32
2,9
41,27
24,29
6,32
6,86
212,201
66,45
422,530
9,19
44,60
110,136
24,29
174,192
6,2
20,51
438,470
60,25
387,355
111,91
28,9
4,27
89,144
5,27
282,343
77,105
9,40
9,25
7,38
7,60
104,67
126,96
37,60
12,2
3,13
9,19
11,36
3,17
177,172
4,21
4,19
15,13
162,161
36,70
36,45
254,213
348,339
19,29
39,29
320,355
228,161
85,79
57,81
16,13
12,40
3,13
402,402
8,27
20,49
301,308
219,252
199,147
283,339
4,40
27,45
17,98
67,77
7,36
10,29
123,150
18,32
8,25
147,113
9,19
66,65
10,17
48,63
8,25
11,11
116,152
26,70
5,9
3,25
4,15
96,103
466,460
12,9
16,34
43,65
164,198
64,63
24,58
22,38
376,359
438,518
18,58
20,4
5,9
213,172
363,380
41,56
7,51
20,25
207,210
20,45
20,21
13,34
53,65
7,49
10,21
198,259
77,56
19,56
29,19
316,283
205,232
14,2
51,67
9,2
92,110
107,93
114,155
300,294
6,13
4,15
44,67
6,9
7,17
66,45
116,113
145,126
227,210
11,29
174,226
4,11
128,116
28,32
22,36
77,77
20,11
127,134
12,15
286,269
157,110
10,4
121,116
9,11
5,49
5,15
15,15
116,136
463,445
407,407
7,2
33,49
28,27
11,29
9,17
2,11
2,36
88,105
10,13
132,139
139,155
9,19
28,49
29,25
16,34
145,118
13,29
20,21
94,126
370,355
24,13
194,207
298,320
50,25
21,29
8,36
39,34
16,27
14,23
2,9
6,21
310,323
343,316
104,98
2,15
6,21
42,45
2,13
18,25
23,65
2,42
10,21
11,34
5,15
93,60
265,290
28,15
6,13
7,91
266,276
8,47
43,38
22,34
124,116
4,49
27,34
4,11
250,286
7,15
6,60
2,29
217,189
78,40
494,536
136,178
12,15
44,49
48,32
20,11
14,32
32,65
39,21
269,279
203,169
11,19
16,19
2,32
211,207
318,351
9,81
2,32
3,7
9,27
20,25
6,36
278,380
6,11
149,103
25,54
10,21
147,152
8,2
47,42
27,17
20,25
10,2
4,23
129,239
5,4
7,40
9,23
8,27
4,49
72,98
5,11
80,74
25,58
93,128
238,232
5,7
11,25
35,21
5,27
70,72
2,38
4,27
44,21
497,536
2,11
159,158
2,36
408,393
248,255
4,36
87,88
16,45
8,9
2,17
9,7
418,435
5,47
180,175
15,23
4,11
2,4
24,23
3,25
43,51
10,2
122,116
2,36
43,60
7,11
12,49
116,116
6,13
19,60
8,11
5,49
4,4
15,4
26,49
9,38
10,29
10,17
27,34
118,121
9,4
24,36
2,2
20,11
170,163
26,42
7,9
128,152
179,169
2,38
119,67
20,79
10,7
20,11
172,239
2,25
4,21
369,385
12,58
20,29
372,389
4,23
18,32
45,56
2,2
28,40
4,23
11,13
16,25
12,34
4,36
204,235
22,34
6,2
50,54
10,15
8,56
8,42
11,38
110,96
18,32
12,19
66,54
104,93
16,9
131,155
4,4
94,79
2,27
261,252
224,178
3,7
13,9
4,38
48,67
14,4
16,25
8,4
183,183
4,25
26,40
163,201
27,67
3,7
33,27
7,49
20,4
5,36
9,21
2,29
10,17
168,147
441,548
251,239
292,290
5,27
6,9
2,21
20,4
5,54
291,294
167,121
475,491
7,4
13,11
8,15
123,98
12,23
4,7
10,56
13,47
134,192
3,19
17,4
38,58
17,65
2,17
140,123
2,11
10,25
450,445
15,7
189,213
4,45
9,13
215,232
20,13
54,65
72,91
84,105
6,4
270,316
24,2
20,63
10,9
62,72
171,186
309,393
20,34
9,9
108,81
2,11
12,2
20,2
4,27
4,29
8,58
2,23
196,158
12,58
9,42
16,11
35,9
9,15
3,51
4,13
10,17
8,9
144,152
124,93
9,4
20,70
10,29
4,25
2,9
356,416
5,27
8,15
39,17
6,7
117,96
90,65
13,36
16,34
18,19
2,34
22,74
100,81
99,128
359,368
4,11
20,21
12,56
3,11
13,23
56,58
57,38
7,4
2,11
3,54
352,347
48,56
2,2
97,67
6,13
125,161
110,126
53,60
2,21
12,40
326,320
171,181
206,169
2,29
219,226
329,347
20,36
5,2
223,198
6,15
4,2
5,2
123,96
12,4
189,201
9,21
8,15
20,29
2,17
214,223
7,13
170,113
8,19
6,19
8,17
140,142
126,116
10,47
11,7
194,232
2,32
140,142
385,372
8,11
9,2
142,103
246,269
20,25
338,343
241,235
172,161
14,36
12,2
20,63
282,276
7,36
7,32
215,259
104,96
8,19
266,235
110,93
30,27
6,25
110,136
3,9
2,2
4,34
4,25
2,27
363,305
20,2
260,232
438,470
20,27
2,13
334,316
82,84
23,36
181,181
6,45
20,17
216,276
2,29
126,163
5,4
21,11
26,17
10,4
86,84
30,21
20,25
460,407
4,19
108,72
8,36
42,17
10,2
27,47
32,29
4,38
56,65
80,67
10,25
27,15
49,77
9,32
6,17
9,38
122,91
7,17
280,351
6,17
17,27
263,301
16,81
293,255
80,150
148,155
4,36
6,21
14,47
6,19
14,7
16,36
10,36
7,27
104,79
12,27
32,45
5,19
63,84
4,17
14,27
320,312
15,21
4,36
16,56
2,13
468,491
2,9
136,123
41,2
41,77
490,507
124,139
43,29
8,27
50,47
17,36
55,21
212,220
9,4
5,7
2,54
10,79
139,81
12,27
15,47
58,32
20,56
2,19
4,17
12,7
11,2
160,166
3,23
12,9
12,4
27,32
124,63
2,23
3,21
2,4
109,113
2,2
12,49
196,232
17,21
9,34
3,19
146,192
302,316
367,363
14,11
6,49
384,430
92,56
37,77
33,65
2,9
200,189
4,49
204,239
2,27
15,17
8,11
20,38
23,49
316,265
6,13
62,79
4,19
105,105
24,19
4,2
10,47
6,7
16,17
9,11
6,45
179,142
4,23
4,45
3,23
116,116
339,355
40,42
2,27
214,198
24,32
7,9
72,29
224,232
149,144
112,155
12,19
2,21
94,74
38,45
18,36
8,38
6,34
469,513
2,7
7,19
366,355
20,27
47,11
297,290
4,47
130,108
6,27
84,54
12,65
18,9
8,27
20,40
229,239
376,339
495,440
117,175
137,139
6,51
4,13
348,368
42,77
73,98
24,2
93,51
166,172
16,4
4,21
3,13
58,21
7,40
8,32
4,4
416,450
10,7
275,301
493,475
7,49
25,29
402,411
7,51
4,9
15,42
424,416
240,242
2,38
66,77
484,486
238,265
6,17
16,49
6,2
123,98
4,21
24,29
7,13
2,34
102,91
4,34
140,134
2,25
24,21
105,93
2,9
9,4
2,19
8,7
216,189
42,19
42,32
49,38
401,440
2,11
95,51
8,23
10,38
6,17
20,7
8,23
50,34
18,23
11,4
4,32
12,15
4,42
34,23
2,11
2,29
82,110
210,216
10,11
13,25
56,19
2,15
394,331
351,320
74,110
136,139
10,13
2,17
2,2
46,56
74,105
4,49
2,25
9,19
32,19
44,36
6,15
28,36
6,4
177,152
8,4
124,101
69,88
4,2
35,25
23,19
8,4
228,213
3,7
10,7
155,163
9,25
15,25
44,81
11,67
130,134
148,131
7,2
20,38
3,27
218,276
46,32
107,108
8,56
186,220
21,15
2,25
2,2
3,4
154,147
193,181
5,4
340,286
344,368
16,7
88,84
176,142
126,139
55,81
286,210
204,216
22,23
101,88
5,27
7,2
216,207
7,2
15,9
20,15
400,393
15,27
128,105
189,147
23,34
6,17
8,13
3,58
100,113
389,376
5,25
364,368
4,9
20,21
14,23
5,13
20,19
42,63
103,108
20,29
262,327
8,7
4,9
7,19
9,32
10,27
5,11
4,9
8,40
48,84
3,15
24,45
20,15
6,13
107,84
10,7
52,60
2,13
10,2
271,229
125,101
13,19
73,45
14,15
20,34
15,9
8,63
170,155
6,40
9,19
127,136
106,101
116,142
190,155
8,25
374,368
2,2
4,21
18,7
5,2
10,13
36,25
54,58
2,21
19,34
2,15
55,72
5,40
20,21
10,54
132,128
468,416
180,204
4,2
32,51
24,7
2,11
5,11
66,65
2,27
10,2
215,232
2,40
20,7
25,21
42,40
5,19
12,17
50,47
3,2
27,19
2,15
2,2
36,34
5,2
4,4
9,34
146,158
484,496
6,54
2,34
292,286
4,32
2,4
3,19
3,9
54,17
60,45
11,47
34,47
153,229
60,56
12,4
4,2
20,11
4,4
102,103
237,220
9,17
140,134
36,13
2,21
10,19
20,29
20,11
184,150
2,15
106,110
47,27
3,17
124,110
2,2
6,51
136,142
484,460
90,91
8,45
153,213
284,249
277,279
112,98
11,9
36,36
7,27
106,74
2,17
355,331
420,507
9,2
176,181
48,81
10,42
7,25
25,23
22,42
128,123
197,147
4,2
4,45
7,2
36,7
9,19
3,9
6,27
20,40
2,2
8,32
121,131
13,13
9,36
13,72
389,407
27,47
6,7
20,13
491,507
2,21
4,17
8,19
183,152
13,7
14,13
2,36
176,195
16,19
218,195
3,11
112,93
8,23
6,4
116,147
138,121
5,49
16,13
4,15
20,38
20,42
20,11
31,63
10,7
21,9
6,9
104,134
3,7
2,19
2,34
8,2
4,4
499,530
106,81
257,198
21,40
5,29
21,25
2,11
148,181
61,84
8,2
56,65
358,335
3,42
12,29
8,17
16,21
105,134
132,116
9,40
5,7
8,32
6,40
13,25
8,19
4,36
2,21
6,40
264,265
64,116
5,13
20,19
2,15
134,139
21,34
3,42
17,9
20,25
9,19
5,40
377,355
80,47
121,103
24,19
4,11
247,245
396,402
328,368
45,27
41,45
328,359
323,425
30,38
151,150
69,105
232,259
20,11
2,4
306,331
2,4
4,56
18,21
183,150
20,7
95,101
113,79
20,7
8,38
2,27
453,470
67,96
20,70
5,9
3,2
8,32
2,34
7,25
230,213
155,175
20,7
26,23
42,56
42,17
2,2
200,223
4,15
9,47
225,192
7,40
224,239
3,7
198,172
140,128
10,25
20,13
275,242
6,25
148,161
2,56
10,13
30,29
166,147
132,150
150,152
346,297
109,77
341,393
211,192
207,216
4,17
3,19
5,2
493,460
212,181
20,58
9,4
8,36
20,9
27,17
4,13
5,9
20,25
100,126
156,155
5,47
4,34
28,27
20,19
3,32
130,113
70,58
5,2
148,158
6,13
96,56
18,7
10,47
10,38
3,17
17,11
2,19
4,7
4,7
12,32
280,242
9,51
32,42
184,198
5,49
6,29
110,113
15,11
2,25
3,21
13,19
5,29
7,15
352,351
36,91
113,126
2,42
16,29
284,294
11,11
4,11
52,103
18,11
198,198
102,86
3,13
41,49
60,49
20,40
13,17
2,27
368,430
10,7
120,161
4,25
161,192
3,32
4,25
128,144
4,36
6,7
6,32
8,25
416,347
223,226
3,7
86,96
2,54
8,11
253,226
10,19
9,13
14,21
50,45
7,54
13,11
20,25
46,49
18,4
20,47
120,98
54,56
26,34
20,17
24,19
6,51
20,38
20,34
12,25
10,25
238,242
14,25
139,110
8,11
4,17
80,29
2,38
130,183
5,9
2,15
67,91
23,36
8,34
4,9
4,88
4,17
294,272
15,9
114,134
2,2
145,142
484,480
96,79
2,19
240,183
113,121
12,11
7,38
20,49
2,13
16,15
334,355
4,4
10,27
242,186
6,32
16,38
5,42
3,11
8,36
2,29
2,15
4,7
216,195
4,54
28,13
7,2
108,79
6,38
13,25
332,343
20,11
8,40
8,23
5,45
168,136
4,19
9,21
211,207
58,27
54,70
20,2
56,51
2,15
6,23
26,74
207,175
2,25
2,4
14,9
12,13
4,11
5,4
275,290
5,7
4,40
187,207
4,19
2,4
6,54
4,7
7,2
145,178
14,2
8,21
300,290
2,54
9,36
126,178
266,252
135,152
490,491
8,11
3,2
119,178
14,32
12,29
6,34
12,13
102,88
5,15
68,74
6,38
20,19
105,91
5,11
192,204
4,11
2,7
113,96
72,88
472,416
132,166
4,2
16,70
3,21
7,27
8,38
8,9
39,21
92,63
3,2
368,440
2,4
114,118
234,229
20,4
20,23
114,128
3,15
7,11
2,42
4,34
4,60
15,38
106,116
191,207
5,11
239,262
276,255
2,4
9,4
295,327
92,51
6,25
3,25
4,13
462,536
17,23
2,2
130,108
9,56
13,32
408,385
14,11
52,63
9,23
74,74
23,11
166,172
82,84
327,411
4,4
6,9
20,40
2,45
9,32
132,142
110,74
11,40
4,29
33,21
14,17
37,47
462,435
5,13
102,98
2,34
3,40
2,45
34,34
8,19
12,13
10,38
136,98
254,229
19,67
12,56
15,32
8,25
116,77
2,34
124,136
5,2
8,15
217,213
3,74
102,181
222,239
4,11
344,385
3,9
28,72
180,178
246,239
6,19
20,38
236,249
32,56
6,7
2,45
6,7
10,19
8,54
30,40
31,56
63,67
2,4
8,25
141,136
183,204
188,152
66,72
230,198
98,77
2,7
9,29
174,136
156,144
5,40
192,195
3,15
6,34
4,42
2,29
149,110
17,27
184,175
91,110
5,36
252,272
17,17
4,4
5,67
20,47
4,15
122,93
2,2
288,335
62,77
18,19
20,9
65,42
2,36
14,34
3,27
4,25
128,126
16,2
89,65
20,49
54,47
8,36
10,11
92,65
3,34
2,27
20,21
9,13
260,262
224,226
4,15
5,25
2,2
330,359
10,23
316,402
16,4
210,213
10,38
14,4
4,11
5,34
120,134
472,430
10,34
5,4
2,40
163,113
9,19
168,161
13,72
2,40
32,17
214,226
16,32
373,351
22,15
6,7
6,29
9,45
20,25
20,56
25,54
432,480
9,81
8,40
9,7
9,2
76,101
335,331
74,58
10,13
10,38
3,27
8,19
39,79
6,13
118,163
3,40
140,96
174,158
158,150
6,13
20,15
4,19
64,34
20,38
106,86
18,2
176,158
8,2
4,9
2,2
158,150
20,51
2,17
328,331
2,13
124,128
5,19
18,21
2,29
64,93
2,58
9,47
24,38
38,63
134,163
4,13
4,13
429,445
204,223
8,13
6,49
12,7
484,486
3,4
4,32
74,51
6,47
2,13
370,402
2,17
100,93
6,25
261,279
7,7
2,4
7,23
8,4
182,229
7,36
106,118
133,161
6,2
6,23
32,42
2,27
226,220
19,27
434,425
2,13
14,15
128,131
6,13
8,2
10,13
245,204
10,42
110,105
166,178
372,339
4,13
180,223
20,13
12,17
3,21
2,36
322,276
2,27
4,40
11,29
8,19
7,49
20,19
4,23
280,305
38,42
154,166
2,49
28,15
9,60
4,23
4,11
8,38
2,25
12,17
24,32
8,17
8,4
2,21
40,13
136,98
2,21
16,77
52,29
12,7
3,29
156,158
68,77
3,32
4,4
4,9
8,40
26,25
42,60
2,11
6,15
2,9
12,2
20,23
6,4
4,19
90,103
129,155
6,13
64,60
12,17
128,118
2,13
218,192
344,376
79,27
108,84
52,32
9,25
2,11
20,42
9,9
23,49
172,142
4,13
2,21
2,7
2,9
347,380
8,15
20,23
6,7
2,9
153,181
187,189
4,23
7,7
4,40
4,13
16,23
4,34
20,45
42,11
96,144
4,17
20,29
4,17
3,9
7,11
10,38
30,29
2,21
32,63
20,23
2,45
16,19
7,23
2,47
330,339
114,103
74,34
55,29
2,21
10,21
13,9
7,9
369,339
3,27
170,136
2,17
2,7
116,161
55,21
113,96
55,93
2,42
16,23
6,9
93,150
34,40
154,178
2,27
49,19
5,19
6,27
4,42
2,36
384,331
174,158
10,13
12,2
20,23
322,301
5,60
8,9
8,4
78,81
82,93
130,118
2,74
22,42
8,7
196,178
20,32
20,7
4,21
8,45
8,11
42,34
107,77
2,4
160,161
13,19
20,32
22,38
9,21
5,19
4,9
28,15
21,84
322,343
5,29
20,38
2,11
47,40
20,49
2,4
258,276
4,7
118,175
3,21
7,4
20,38
2,2
3,51
114,91
222,276
220,279
116,128
10,17
4,13
2,7
6,27
288,255
135,128
48,51
336,351
173,166
10,86
20,49
52,51
20,58
492,435
46,40
104,144
6,7
4,15
128,128
2,7
8,7
16,9
45,32
9,27
128,178
20,23
2,4
14,25
48,86
12,15
7,29
23,40
7,38
10,4
6,13
340,320
312,359
7,21
336,351
3,21
3,38
2,11
6,23
2,25
10,11
138,210
46,42
2,42
226,226
262,276
6,21
138,105
2,21
6,36
49,17
201,183
2,32
2,34
8,34
7,9
34,36
10,23
6,17
5,15
20,29
24,54
4,27
20,34
10,7
8,32
20,42
4,17
5,2
4,25
6,7
54,45
9,21
7,42
232,226
32,32
6,7
24,47
2,2
5,9
10,2
4,11
5,15
20,13
10,23
28,4
4,32
5,13
112,81
4,34
224,239
2,4
188,163
4,4
4,27
60,84
250,286
20,9
2,34
68,105
220,229
16,49
10,2
172,161
3,74
4,19
434,455
8,7
2,13
36,19
3,13
4,27
28,9
6,19
6,4
28,32
94,65
16,17
2,77
356,368
20,60
168,183
6,4
2,9
4,38
2,9
3,36
160,144
36,21
2,34
72,91
165,131
6,49
20,72
188,186
2,29
2,21
20,51
255,252
263,283
3,45
16,29
8,36
14,11
2,4
184,166
82,58
60,38
9,49
3,42
2,4
281,323
52,19
6,15
176,118
173,201
78,79
32,49
104,93
17,51
30,4
84,58
6,9
4,42
7,25
131,131
30,29
74,65
12,11
20,36
3,21
7,21
5,9
31,42
250,201
18,40
192,213
74,60
188,175
18,42
4,29
4,4
486,435
76,72
20,21
184,152
134,105
16,47
8,40
2,7
156,207
2,11
276,255
2,25
2,19
2,19
2,4
42,45
4,13
2,25
3,49
64,88
5,19
20,15
24,15
217,220
4,4
99,88
2,21
20,19
110,142
20,19
24,25
124,74
320,343
376,385
7,9
276,249
92,108
158,136
2,7
37,17
5,7
7,21
4,4
2,9
19,60
12,42
483,425
304,316
2,4
2,45
352,435
2,15
2,21
20,63
260,294
20,25
36,15
4,2
2,32
2,29
6,15
6,2
180,158
2,15
4,23
3,56
236,242
36,93
94,101
12,29
446,475
2,17
4,7
22,38
126,101
163,118
171,204
101,49
6,7
8,32
77,113
20,34
8,15
6,47
8,15
7,23
3,15
388,359
56,70
20,17
4,42
20,13
6,25
40,40
51,63
9,42
20,54
3,34
4,23
5,9
18,15
2,19
12,11
4,17
120,178
3,11
28,11
8,15
20,47
2,49
20,32
56,51
2,13
52,34
8,29
31,51
20,32
5,7
20,19
3,7
20,27
129,126
6,54
20,11
154,136
12,23
2,15
6,2
109,79
16,17
3,7
2,2
51,42
4,19
20,27
12,42
10,23
14,58
2,15
290,297
65,56
20,15
2,13
7,9
20,40
16,25
84,86
2,2
5,4
184,186
90,88
63,98
75,34
15,32
18,36
42,51
3,40
2,49
4,13
36,25
20,34
326,368
4,9
24,7
145,123
244,216
194,163
12,40
130,110
6,4
7,23
10,4
8,23
4,13
62,65
132,128
18,4
10,36
12,29
5,11
2,7
2,17
2,23
73,60
6,13
8,7
2,7
5,36
2,54
4,27
126,108
96,118
20,2
128,98
4,17
15,7
104,108
208,172
20,11
3,17
190,186
12,36
16,23
8,47
2,11
2,4
123,98
114,60
12,38
108,105
4,19
9,42
2,23
20,47
40,40
214,166
40,27
32,63
2,23
82,96
9,47
64,56
78,113
20,58
95,98
18,15
6,21
8,34
28,15
345,359
12,23
135,163
5,17
4,7
166,161
2,7
4,9
58,54
7,15
104,91
174,158
146,144
308,283
264,259
22,38
10,25
20,23
308,320
6,19
70,56
8,15
8,2
4,38
2,4
120,136
21,9
4,32
6,36
8,34
434,455
6,15
9,15
2,11
20,17
181,220
10,15
257,245
2,13
4,74
42,40
8,23
6,27
3,4
4,21
4,45
6,49
4,29
2,29
7,9
4,36
201,189
5,4
20,32
8,4
2,19
121,134
256,308
114,147
10,40
8,49
8,25
38,86
20,27
53,56
268,269
2,56
2,7
3,2
38,42
4,27
6,60
20,9
4,23
20,54
32,21
2,47
3,29
12,54
2,4
2,17
4,34
6,7
8,13
2,21
12,7
4,54
4,42
20,54
4,21
22,23
2,23
4,32
8,32
18,19
10,27
5,47
60,67
20,34
9,29
271,297
4,17
8,32
244,249
13,15
20,23
36,32
2,17
7,11
23,17
2,19
222,245
20,9
35,36
10,13
2,23
4,2
20,17
2,23
62,38
172,161
5,7
8,15
6,34
3,2
404,380
213,245
168,169
12,21
48,74
4,21
16,17
76,86
8,15
12,32
4,17
2,21
35,29
112,121
114,131
12,7
4,11
2,13
6,13
2,29
8,9
4,11
9,2
37,51
24,79
16,36
110,67
456,445
28,65
2,54
4,15
20,32
378,376
3,15
4,2
2,15
2,25
155,181
6,36
20,88
2,19
8,13
134,158
224,245
364,398
12,27
230,195
2,32
104,110
20,77
6,21
4,29
6,13
3,17
148,139
32,54
237,242
6,19
4,25
2,21
134,84
2,23
8,2
121,147
56,60
3,7
4,7
90,93
22,36
16,19
12,38
5,9
